Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,State,city,Gender,Date
857,17.0,7.0,3.0,Clothing,Hankerchief,Debit Card,Rajasthan,Jaipur,M,2023-02-06
397,17.0,2.0,2.0,Clothing,Skirt,Debit Card,West Bengal,Kolkata,M,2023-02-06
1188,17.0,-12.0,5.0,Clothing,Skirt,Debit Card,Punjab,Amritsar,M,2023-02-06
1370,1308.0,536.0,3.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,M,2023-02-07
68,1076.0,-38.0,4.0,Electronics,Printers,Credit Card,Andhra Pradesh,Hyderabad,M,2023-02-07
1523,1301.0,573.0,5.0,Electronics,Accessories,Credit Card,Bihar,Patna,M,2023-02-07
1490,1300.0,-16.0,8.0,Electronics,Printers,Credit Card,Madhya Pradesh,Indore,F,2023-02-08
1364,11.0,-2.0,4.0,Clothing,Hankerchief,COD,Rajasthan,Jaipur,M,2023-02-09
1170,1298.0,65.0,9.0,Electronics,Printers,EMI,Gujarat,Surat,F,2023-02-09
92,304.0,97.0,6.0,Clothing,Stole,UPI,Madhya Pradesh,Bhopal,F,2023-02-09
224,1055.0,264.0,4.0,Electronics,Printers,EMI,Punjab,Chandigarh,F,2023-02-09
1127,17.0,-13.0,4.0,Clothing,Skirt,Debit Card,Goa,Goa,F,2023-02-10
1007,147.0,73.0,3.0,Clothing,Stole,COD,Haryana,Chandigarh,F,2023-02-10
226,965.0,-68.0,3.0,Electronics,Printers,COD,Maharashtra,Mumbai,M,2023-02-10
773,12.0,-2.0,3.0,Clothing,Hankerchief,COD,Haryana,Chandigarh,M,2023-02-11
1560,14.0,-2.0,3.0,Clothing,Hankerchief,UPI,Bihar,Patna,M,2023-02-11
1498,934.0,-916.0,7.0,Electronics,Electronic Games,COD,Madhya Pradesh,Indore,F,2023-02-11
459,929.0,-93.0,9.0,Clothing,Saree,COD,Punjab,Chandigarh,M,2023-02-11
326,18.0,3.0,2.0,Clothing,Hankerchief,Debit Card,Maharashtra,Mumbai,M,2023-02-11
1130,916.0,192.0,11.0,Electronics,Phones,COD,Jammu and Kashmir,Kashmir,F,2023-02-12
1004,76.0,-72.0,9.0,Clothing,Hankerchief,COD,Maharashtra,Pune,M,2023-02-12
838,869.0,67.0,4.0,Furniture,Tables,COD,Maharashtra,Mumbai,F,2023-02-13
247,112.0,24.0,3.0,Clothing,Kurti,COD,Haryana,Chandigarh,F,2023-02-13
84,39.0,16.0,6.0,Clothing,Skirt,UPI,Madhya Pradesh,Bhopal,M,2023-02-14
111,857.0,-274.0,2.0,Furniture,Tables,COD,Uttar Pradesh,Lucknow,F,2023-02-14
743,828.0,230.0,2.0,Furniture,Chairs,COD,Madhya Pradesh,Indore,M,2023-02-15
1031,1279.0,-640.0,8.0,Electronics,Printers,EMI,Madhya Pradesh,Indore,F,2023-02-15
723,1250.0,486.0,7.0,Clothing,Saree,EMI,Maharashtra,Mumbai,F,2023-02-15
1169,823.0,-18.0,7.0,Furniture,Chairs,COD,Madhya Pradesh,Indore,M,2023-02-16
85,1157.0,-13.0,9.0,Furniture,Bookcases,Credit Card,Punjab,Chandigarh,M,2023-02-17
102,126.0,-63.0,3.0,Electronics,Accessories,UPI,Madhya Pradesh,Bhopal,F,2023-02-17
1164,1145.0,-706.0,3.0,Electronics,Phones,Credit Card,Maharashtra,Mumbai,M,2023-02-17
825,774.0,170.0,3.0,Electronics,Accessories,COD,Rajasthan,Udaipur,M,2023-02-17
1559,24.0,-1.0,2.0,Clothing,Hankerchief,COD,Goa,Goa,M,2023-02-18
1526,774.0,170.0,3.0,Electronics,Accessories,COD,Rajasthan,Udaipur,F,2023-02-18
1454,93.0,-1.0,2.0,Clothing,Hankerchief,COD,Maharashtra,Mumbai,M,2023-02-18
593,765.0,-36.0,3.0,Electronics,Electronic Games,COD,Madhya Pradesh,Indore,M,2023-02-18
634,762.0,101.0,6.0,Electronics,Printers,COD,Gujarat,Ahmedabad,F,2023-02-18
1103,761.0,266.0,9.0,Electronics,Electronic Games,COD,Karnataka,Bangalore,F,2023-02-20
209,96.0,-48.0,5.0,Clothing,Leggings,UPI,Maharashtra,Pune,M,2023-02-20
663,1137.0,-14.0,7.0,Electronics,Printers,EMI,Madhya Pradesh,Bhopal,F,2023-02-20
832,18.0,8.0,2.0,Clothing,Hankerchief,Debit Card,Delhi,Delhi,M,2023-02-20
71,749.0,-307.0,7.0,Furniture,Furnishings,COD,Andhra Pradesh,Hyderabad,M,2023-02-20
574,1120.0,199.0,6.0,Clothing,Saree,EMI,Delhi,Delhi,M,2023-02-22
1193,744.0,119.0,6.0,Electronics,Printers,COD,Uttar Pradesh,Prayagraj,F,2023-02-23
1318,14.0,0.0,4.0,Clothing,Hankerchief,UPI,Andhra Pradesh,Hyderabad,M,2023-02-23
962,19.0,8.0,2.0,Clothing,Hankerchief,Debit Card,Punjab,Chandigarh,M,2023-02-24
597,512.0,-225.0,5.0,Clothing,Saree,COD,Nagaland,Kohima,M,2023-02-24
187,742.0,198.0,2.0,Furniture,Bookcases,COD,Madhya Pradesh,Indore,F,2023-02-25
735,44.0,-40.0,3.0,Clothing,Stole,COD,Madhya Pradesh,Indore,M,2023-02-25
146,1061.0,-36.0,8.0,Furniture,Bookcases,EMI,Punjab,Amritsar,M,2023-02-25
6,19.0,-2.0,2.0,Clothing,Leggings,Debit Card,Uttar Pradesh,Lucknow,M,2023-02-25
218,17.0,0.0,1.0,Clothing,Hankerchief,COD,Bihar,Patna,F,2023-02-25
1328,741.0,267.0,5.0,Furniture,Bookcases,COD,West Bengal,Kolkata,F,2023-02-26
153,735.0,-235.0,6.0,Electronics,Printers,COD,Karnataka,Bangalore,F,2023-02-26
1075,19.0,-1.0,1.0,Clothing,Shirt,Debit Card,Delhi,Delhi,M,2023-02-26
1176,1021.0,-48.0,4.0,Electronics,Electronic Games,EMI,Gujarat,Ahmedabad,F,2023-02-27
724,556.0,-209.0,7.0,Clothing,Saree,COD,Maharashtra,Pune,F,2023-02-27
313,63.0,-17.0,6.0,Clothing,Leggings,COD,Madhya Pradesh,Indore,F,2023-03-01
400,734.0,248.0,2.0,Furniture,Chairs,COD,Madhya Pradesh,Indore,M,2023-03-01
1436,933.0,166.0,5.0,Clothing,Saree,Credit Card,Haryana,Chandigarh,M,2023-03-01
1546,20.0,-9.0,6.0,Clothing,Hankerchief,Debit Card,Kerala ,Thiruvananthapuram,M,2023-03-01
794,877.0,395.0,2.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,F,2023-03-01
143,719.0,303.0,6.0,Furniture,Chairs,COD,West Bengal,Kolkata,M,2023-03-02
1477,12.0,1.0,2.0,Clothing,Hankerchief,COD,Maharashtra,Mumbai,F,2023-03-03
450,714.0,56.0,4.0,Clothing,Saree,COD,Maharashtra,Mumbai,F,2023-03-03
1344,50.0,-15.0,4.0,Clothing,Leggings,COD,Kerala ,Thiruvananthapuram,F,2023-03-04
375,709.0,-100.0,5.0,Electronics,Phones,COD,Madhya Pradesh,Indore,M,2023-03-04
305,21.0,-12.0,3.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Indore,M,2023-03-04
1061,693.0,254.0,6.0,Clothing,Saree,COD,Maharashtra,Mumbai,M,2023-03-04
485,24.0,1.0,4.0,Clothing,Hankerchief,COD,Madhya Pradesh,Indore,F,2023-03-04
1517,24.0,1.0,2.0,Clothing,Hankerchief,UPI,Maharashtra,Mumbai,F,2023-03-05
1168,24.0,1.0,2.0,Clothing,Hankerchief,COD,Sikkim,Gangtok,M,2023-03-05
36,21.0,10.0,1.0,Clothing,T-shirt,Debit Card,Madhya Pradesh,Indore,F,2023-03-05
876,681.0,259.0,4.0,Furniture,Chairs,COD,Sikkim,Gangtok,F,2023-03-06
184,674.0,-187.0,2.0,Furniture,Tables,COD,Maharashtra,Mumbai,F,2023-03-07
954,671.0,-309.0,5.0,Electronics,Electronic Games,COD,Uttar Pradesh,Mathura,M,2023-03-07
995,646.0,-213.0,3.0,Electronics,Electronic Games,COD,Madhya Pradesh,Indore,F,2023-03-07
1480,40.0,15.0,1.0,Clothing,Kurti,COD,Delhi,Delhi,F,2023-03-07
1253,24.0,-2.0,2.0,Clothing,T-shirt,COD,Karnataka,Bangalore,M,2023-03-07
152,644.0,167.0,2.0,Electronics,Printers,COD,Gujarat,Ahmedabad,F,2023-03-08
761,643.0,225.0,2.0,Electronics,Printers,COD,Rajasthan,Udaipur,F,2023-03-08
792,632.0,-316.0,6.0,Clothing,Saree,COD,Goa,Goa,F,2023-03-08
1522,632.0,316.0,6.0,Clothing,Saree,COD,Himachal Pradesh,Simla,F,2023-03-08
1579,610.0,208.0,3.0,Electronics,Printers,COD,Punjab,Amritsar,F,2023-03-09
582,78.0,-28.0,6.0,Clothing,Kurti,UPI,Andhra Pradesh,Hyderabad,M,2023-03-09
730,595.0,119.0,4.0,Furniture,Bookcases,COD,Haryana,Chandigarh,M,2023-03-09
904,595.0,292.0,3.0,Clothing,Saree,COD,Maharashtra,Mumbai,M,2023-03-09
1106,852.0,51.0,5.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,M,2023-03-09
970,594.0,89.0,3.0,Furniture,Bookcases,COD,Tamil Nadu,Chennai,M,2023-03-10
227,585.0,175.0,13.0,Clothing,T-shirt,COD,Jammu and Kashmir,Kashmir,M,2023-03-11
852,582.0,262.0,5.0,Furniture,Furnishings,COD,Maharashtra,Mumbai,M,2023-03-11
886,845.0,84.0,7.0,Clothing,Saree,Credit Card,Madhya Pradesh,Bhopal,M,2023-03-12
59,829.0,19.0,4.0,Electronics,Printers,Credit Card,Maharashtra,Mumbai,F,2023-03-12
1331,561.0,212.0,3.0,Clothing,Saree,COD,Madhya Pradesh,Indore,F,2023-03-12
814,771.0,-424.0,2.0,Electronics,Phones,Credit Card,Maharashtra,Pune,M,2023-03-12
1146,765.0,8.0,6.0,Clothing,Saree,EMI,Sikkim,Gangtok,F,2023-03-13
206,31.0,2.0,2.0,Clothing,Hankerchief,COD,Madhya Pradesh,Indore,M,2023-03-13
423,557.0,-111.0,2.0,Electronics,Electronic Games,COD,West Bengal,Kolkata,M,2023-03-13
1149,757.0,371.0,2.0,Electronics,Printers,Credit Card,Punjab,Chandigarh,F,2023-03-14
628,545.0,-73.0,11.0,Electronics,Phones,COD,Jammu and Kashmir,Kashmir,F,2023-03-14
371,1052.0,-82.0,3.0,Furniture,Bookcases,UPI,Karnataka,Bangalore,M,2023-03-15
1353,544.0,-152.0,3.0,Furniture,Bookcases,COD,Kerala ,Thiruvananthapuram,F,2023-03-15
188,22.0,9.0,2.0,Clothing,Leggings,Debit Card,Delhi,Delhi,F,2023-03-17
312,757.0,371.0,2.0,Electronics,Printers,Credit Card,Madhya Pradesh,Indore,F,2023-03-18
525,742.0,198.0,2.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,M,2023-03-18
621,537.0,107.0,3.0,Clothing,Saree,COD,West Bengal,Kolkata,F,2023-03-18
696,536.0,91.0,1.0,Clothing,Trousers,COD,Jammu and Kashmir,Kashmir,M,2023-03-19
1352,6.0,3.0,1.0,Clothing,Hankerchief,COD,Bihar,Patna,F,2023-03-19
1506,523.0,204.0,7.0,Clothing,Trousers,COD,Maharashtra,Pune,M,2023-03-19
273,27.0,9.0,2.0,Clothing,T-shirt,UPI,Madhya Pradesh,Indore,M,2023-03-19
570,516.0,392.0,8.0,Furniture,Chairs,COD,Punjab,Chandigarh,M,2023-03-19
205,504.0,116.0,3.0,Furniture,Bookcases,COD,Rajasthan,Jaipur,F,2023-03-19
1037,502.0,84.0,4.0,Electronics,Phones,COD,Maharashtra,Mumbai,M,2023-03-20
764,734.0,213.0,6.0,Electronics,Electronic Games,Credit Card,Madhya Pradesh,Indore,F,2023-03-20
870,42.0,12.0,2.0,Clothing,Kurti,COD,Bihar,Patna,M,2023-03-21
884,29.0,11.0,4.0,Clothing,Skirt,COD,Jammu and Kashmir,Kashmir,M,2023-03-22
1465,240.0,12.0,6.0,Clothing,Kurti,UPI,Tamil Nadu,Chennai,M,2023-03-23
1026,496.0,-79.0,2.0,Clothing,Trousers,COD,Rajasthan,Udaipur,F,2023-03-23
964,485.0,29.0,4.0,Electronics,Electronic Games,COD,Maharashtra,Mumbai,M,2023-03-24
1184,31.0,-11.0,3.0,Clothing,Skirt,UPI,Nagaland,Kohima,M,2023-03-24
1016,676.0,151.0,3.0,Electronics,Printers,Credit Card,Rajasthan,Udaipur,F,2023-03-24
1375,23.0,8.0,2.0,Clothing,Hankerchief,Debit Card,Uttar Pradesh,Prayagraj,M,2023-03-24
1238,13.0,3.0,2.0,Clothing,Hankerchief,COD,Jammu and Kashmir,Kashmir,F,2023-03-24
1021,180.0,0.0,8.0,Clothing,Stole,COD,Himachal Pradesh,Simla,F,2023-03-25
300,671.0,114.0,9.0,Electronics,Phones,Credit Card,Maharashtra,Mumbai,M,2023-03-25
1362,22.0,11.0,3.0,Clothing,Kurti,COD,Rajasthan,Jaipur,M,2023-03-25
1178,668.0,-31.0,3.0,Electronics,Printers,Credit Card,Uttar Pradesh,Lucknow,M,2023-03-25
1189,145.0,0.0,3.0,Clothing,Saree,UPI,Madhya Pradesh,Indore,F,2023-03-26
690,24.0,8.0,2.0,Clothing,Skirt,Debit Card,Maharashtra,Mumbai,F,2023-03-26
93,476.0,0.0,3.0,Furniture,Chairs,COD,Maharashtra,Mumbai,F,2023-03-26
11,24.0,11.0,5.0,Clothing,Hankerchief,Debit Card,Sikkim,Gangtok,M,2023-03-26
602,37.0,3.0,3.0,Clothing,Hankerchief,COD,Maharashtra,Mumbai,M,2023-03-26
779,152.0,50.0,6.0,Clothing,Stole,UPI,Madhya Pradesh,Indore,F,2023-04-01
1481,32.0,11.0,2.0,Clothing,Leggings,UPI,Maharashtra,Mumbai,F,2023-04-01
1471,52.0,11.0,5.0,Clothing,Leggings,COD,Delhi,Delhi,F,2023-04-01
138,24.0,11.0,3.0,Clothing,Hankerchief,Debit Card,Madhya Pradesh,Indore,F,2023-04-02
244,473.0,42.0,4.0,Furniture,Chairs,COD,West Bengal,Kolkata,F,2023-04-02
555,263.0,50.0,5.0,Clothing,Stole,COD,Maharashtra,Mumbai,M,2023-04-02
1348,61.0,11.0,3.0,Clothing,Kurti,COD,Madhya Pradesh,Bhopal,M,2023-04-03
1213,469.0,-459.0,3.0,Electronics,Electronic Games,COD,Gujarat,Ahmedabad,M,2023-04-03
841,1272.0,547.0,2.0,Electronics,Phones,COD,Maharashtra,Pune,F,2023-04-03
127,169.0,0.0,3.0,Electronics,Accessories,COD,Karnataka,Bangalore,M,2023-04-03
157,25.0,11.0,3.0,Clothing,Leggings,Debit Card,Kerala ,Thiruvananthapuram,F,2023-04-03
1312,457.0,-41.0,4.0,Clothing,Saree,COD,Karnataka,Bangalore,M,2023-04-04
1019,455.0,77.0,8.0,Electronics,Accessories,COD,Karnataka,Bangalore,M,2023-04-04
384,25.0,2.0,2.0,Clothing,Hankerchief,Debit Card,Bihar,Patna,F,2023-04-06
1541,450.0,-90.0,3.0,Electronics,Printers,COD,Madhya Pradesh,Bhopal,F,2023-04-06
1330,30.0,-35.0,1.0,Furniture,Chairs,COD,Jammu and Kashmir,Kashmir,M,2023-04-06
166,659.0,-37.0,2.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,M,2023-04-07
733,448.0,148.0,2.0,Electronics,Printers,COD,Rajasthan,Jaipur,F,2023-04-07
452,446.0,53.0,3.0,Electronics,Printers,COD,Madhya Pradesh,Indore,M,2023-04-08
222,98.0,-45.0,2.0,Furniture,Chairs,UPI,Andhra Pradesh,Hyderabad,M,2023-04-08
1053,443.0,11.0,1.0,Clothing,Saree,COD,Goa,Goa,F,2023-04-08
1046,427.0,-50.0,7.0,Electronics,Phones,COD,Gujarat,Surat,F,2023-04-09
847,656.0,-36.0,2.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,F,2023-04-10
1478,424.0,161.0,2.0,Clothing,Saree,COD,Maharashtra,Mumbai,F,2023-04-10
1235,27.0,8.0,2.0,Clothing,T-shirt,Debit Card,Nagaland,Kohima,M,2023-04-11
545,424.0,-272.0,5.0,Electronics,Phones,COD,Maharashtra,Mumbai,F,2023-04-11
436,202.0,4.0,4.0,Clothing,Hankerchief,COD,Nagaland,Kohima,F,2023-04-12
14,1275.0,357.0,2.0,Electronics,Phones,UPI,Madhya Pradesh,Indore,F,2023-04-12
27,418.0,70.0,7.0,Electronics,Phones,COD,Andhra Pradesh,Hyderabad,M,2023-04-12
960,417.0,49.0,3.0,Electronics,Electronic Games,COD,Andhra Pradesh,Hyderabad,F,2023-04-12
1434,199.0,48.0,4.0,Clothing,Stole,UPI,West Bengal,Kolkata,F,2023-04-13
176,385.0,-77.0,11.0,Furniture,Furnishings,UPI,Maharashtra,Mumbai,F,2023-04-13
1191,414.0,199.0,3.0,Electronics,Phones,COD,Gujarat,Ahmedabad,M,2023-04-13
897,97.0,-45.0,4.0,Clothing,Saree,COD,Madhya Pradesh,Indore,F,2023-04-14
830,648.0,50.0,6.0,Electronics,Electronic Games,Credit Card,Haryana,Chandigarh,F,2023-04-15
1451,27.0,-25.0,2.0,Clothing,Shirt,Debit Card,Maharashtra,Mumbai,F,2023-04-15
342,27.0,12.0,1.0,Clothing,Stole,Debit Card,Karnataka,Bangalore,F,2023-04-15
1217,27.0,1.0,1.0,Clothing,Stole,UPI,Delhi,Delhi,F,2023-04-15
1194,413.0,-314.0,9.0,Furniture,Chairs,COD,Sikkim,Gangtok,F,2023-04-15
1252,53.0,2.0,4.0,Clothing,Hankerchief,COD,Nagaland,Kohima,F,2023-04-16
1182,29.0,8.0,5.0,Clothing,Hankerchief,UPI,Maharashtra,Mumbai,F,2023-04-17
380,30.0,13.0,1.0,Clothing,T-shirt,UPI,Madhya Pradesh,Bhopal,F,2023-04-17
1468,412.0,412.0,6.0,Clothing,Saree,COD,Delhi,Delhi,F,2023-04-17
620,646.0,-23.0,2.0,Electronics,Printers,Credit Card,Karnataka,Bangalore,M,2023-04-17
1380,30.0,-5.0,5.0,Clothing,Stole,UPI,Madhya Pradesh,Indore,F,2023-04-18
1356,618.0,27.0,4.0,Furniture,Bookcases,Credit Card,Tamil Nadu,Chennai,M,2023-04-18
57,143.0,-124.0,5.0,Clothing,Saree,UPI,Goa,Goa,M,2023-04-18
819,31.0,1.0,2.0,Clothing,Hankerchief,UPI,Karnataka,Bangalore,M,2023-04-18
50,409.0,86.0,3.0,Clothing,Saree,COD,Bihar,Patna,M,2023-04-18
861,406.0,126.0,2.0,Clothing,Saree,COD,Bihar,Patna,M,2023-04-19
839,565.0,66.0,7.0,Clothing,Saree,Credit Card,Rajasthan,Jaipur,M,2023-04-19
888,85.0,2.0,6.0,Clothing,Stole,COD,Uttar Pradesh,Lucknow,M,2023-04-20
266,561.0,118.0,5.0,Furniture,Bookcases,Credit Card,Maharashtra,Mumbai,M,2023-04-20
1222,503.0,-56.0,2.0,Clothing,Trousers,COD,Jammu and Kashmir,Kashmir,F,2023-04-21
208,31.0,14.0,3.0,Clothing,Stole,UPI,Himachal Pradesh,Simla,F,2023-04-21
182,398.0,111.0,8.0,Clothing,Hankerchief,COD,Nagaland,Kohima,F,2023-04-22
386,388.0,93.0,2.0,Furniture,Bookcases,COD,Delhi,Delhi,M,2023-04-22
370,498.0,-116.0,4.0,Clothing,Saree,UPI,West Bengal,Kolkata,M,2023-04-23
379,561.0,212.0,3.0,Clothing,Saree,Credit Card,Delhi,Delhi,M,2023-04-23
258,61.0,3.0,4.0,Clothing,Hankerchief,COD,Karnataka,Bangalore,M,2023-04-24
549,34.0,-22.0,4.0,Clothing,T-shirt,COD,Madhya Pradesh,Indore,M,2023-04-24
1226,32.0,6.0,3.0,Clothing,Shirt,UPI,Maharashtra,Pune,F,2023-04-25
1428,623.0,-192.0,3.0,Furniture,Tables,UPI,Gujarat,Ahmedabad,M,2023-04-25
1445,520.0,151.0,3.0,Electronics,Phones,Credit Card,Maharashtra,Mumbai,F,2023-04-26
939,32.0,-16.0,6.0,Clothing,Saree,UPI,Uttar Pradesh,Lucknow,M,2023-04-26
1405,32.0,-5.0,5.0,Clothing,Hankerchief,UPI,Punjab,Amritsar,F,2023-04-26
564,510.0,234.0,6.0,Electronics,Electronic Games,EMI,Punjab,Amritsar,F,2023-04-26
949,382.0,68.0,3.0,Clothing,Saree,COD,Sikkim,Gangtok,F,2023-04-27
658,33.0,13.0,3.0,Clothing,Leggings,UPI,Delhi,Delhi,M,2023-04-27
1071,381.0,-13.0,2.0,Clothing,Saree,COD,Madhya Pradesh,Indore,M,2023-04-27
650,490.0,88.0,2.0,Electronics,Accessories,EMI,Maharashtra,Mumbai,M,2023-04-27
1547,381.0,144.0,2.0,Clothing,Saree,COD,Punjab,Chandigarh,M,2023-04-27
329,487.0,143.0,4.0,Electronics,Phones,EMI,Madhya Pradesh,Indore,F,2023-04-27
